biomarker_type	id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
Chemical	5016	Toluene	HMDB0034168	Normal	Exposure	0.0011 (0.00098-0.0013) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5016	Toluene	HMDB0034168	Toluene Exposure	Exposure	0.0077 (0.0068-0.0088) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5016	Toluene	HMDB0034168	Normal	Exposure	0.00094 (0.00087-0.00100) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5016	Toluene	HMDB0034168	Toluene Exposure	Exposure	0.0080 (0.0070-0.0090) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5016	Toluene	HMDB0034168	Normal	Exposure	0.00100 (0.00089-0.0011) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Triclosan Exposure	Exposure	0.25 (0.20-0.31) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Normal	Exposure	0.0052 (0.0046-0.0059) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Triclosan Exposure	Exposure	0.18 (0.14-0.22) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Normal	Exposure	0.0059 (0.0052-0.0068) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Triclosan Exposure	Exposure	0.17 (0.13-0.22) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Normal	Exposure	0.0061 (0.0054-0.0068) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Triclosan Exposure	Exposure	0.21 (0.17-0.26) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Normal	Exposure	0.0070 (0.0063-0.0079) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Triclosan Exposure	Exposure	0.14 (0.11-0.18) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Normal	Exposure	0.0050 (0.0045-0.0055) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Triclosan Exposure	Exposure	0.14 (0.11-0.17) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	5017	Triclosan	HMDB0061385	Normal	Exposure	0.0038 (0.0035-0.0042) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
biomarker_type	id	name	gene_name	uniprot_id	conditions	indication_types	concentration	age	sex	biofluid	protein_sequence	citation
biomarker_type	id	karyotype	description	conditions	indication_types
biomarker_type	id	variation	position	external_link	gene_symbol	entrez_gene_id	conditions	indication_types
