id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
28	Butyric acid	HMDB0000039	Irritable Bowel Syndrome	Diagnostic	0.0071 (0.00094-0.015) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
28	Butyric acid	HMDB0000039	Crohn's Disease	Diagnostic	0.012 (0.00025-0.017) nmol/g wet feces	Infant: 1 wk-2 yrs old	Unknown	Feces	Pubmed_ID: 23867873
28	Butyric acid	HMDB0000039	Normal	Diagnostic	2.8e+04 (0-5.7e+04) nmol/g wet feces	Children: 2-17 yrs old	Unknown	Feces	Pubmed_ID: 21970810
29	Acetic acid	HMDB0000042	Propionic Acidemia	Diagnostic	20.2 (16.3-24.1) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 19551947
29	Acetic acid	HMDB0000042	Normal	Diagnostic	3.3 (0-11.1) umol/mmol creatinine	Adult	Male	Urine	Shaykhutdinov RA, MacInnis GD, Dowlatabadi R, Weljie AM, Vogel HJ.  Quantitative analysis of metabolite concentrations in human urine samples using 13C{1H} NMR spectroscopy.  Metabolomics.  2009
29	Acetic acid	HMDB0000042	Maple Syrup Urine Disease	Diagnostic	13.2 (7.7-18.7) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 19551947
29	Acetic acid	HMDB0000042	Normal	Diagnostic	3.3 (0-14.3) umol/mmol creatinine	Adult	Male	Urine	Shaykhutdinov RA, MacInnis GD, Dowlatabadi R, Weljie AM, Vogel HJ.  Quantitative analysis of metabolite concentrations in human urine samples using 13C{1H} NMR spectroscopy.  Metabolomics.  2009
29	Acetic acid	HMDB0000042	Argininosuccinic Aciduria	Diagnostic	54.1 (30.3-77.9) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 19551947
29	Acetic acid	HMDB0000042	Normal	Diagnostic	13.0 (2.5-106.0) umol/mmol creatinine	Adult	Both	Urine	Shaykhutdinov RA, MacInnis GD, Dowlatabadi R, Weljie AM, Vogel HJ.  Quantitative analysis of metabolite concentrations in human urine samples using 13C{1H} NMR spectroscopy.  Metabolomics.  2009
29	Acetic acid	HMDB0000042	Pregnancy	Diagnostic	48.4 (29.7-67.1) uM	Adult	Female	Blood	Pubmed_ID: 22494326
29	Acetic acid	HMDB0000042	Normal	Diagnostic	30.4 (22.0-40.0) uM	Adult	Both	Blood	Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.
29	Acetic acid	HMDB0000042	Preeclampsia/Eclampsia	Diagnostic	17.9 uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 22494326
29	Acetic acid	HMDB0000042	Normal	Diagnostic	45.5 uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 21359215
30	Betaine	HMDB0000043	Lung Cancer	Diagnostic	6.0 (0-16.0) umol/mmol creatinine	Adult	Both	Urine	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
30	Betaine	HMDB0000043	Normal	Diagnostic	49.6 (6.4-92.7) umol/mmol creatinine	Adult	Both	Urine	Laryea, M. D., Steinhagen, F., Pawliczek, S. & Wendel, U. Simple method for the routine determination of betaine and N,N-dimethylglycine in blood and urine. Clin Chem 44, 1937-1941 (1998).
30	Betaine	HMDB0000043	Argininosuccinic Aciduria	Diagnostic	210.1 (193.7-226.5) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 19551947
30	Betaine	HMDB0000043	Preeclampsia/Eclampsia	Diagnostic	29.2 uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 22494326
30	Betaine	HMDB0000043	Normal	Diagnostic	82.0 (20.0-144.0) uM	Adult	Both	Blood	Pubmed_ID: 21359215
30	Betaine	HMDB0000043	Peritoneal Dialysis	Diagnostic	25.6 (23.4-36.6) uM	Adult	Both	Blood	McGregor, D. O., Dellow, W. J., Lever, M., George, P. M., Robson, R. A. & Chambers, S. T. Dimethylglycine accumulates in uremia and predicts elevated plasma homocysteine concentrations. Kidney Int 59, 2267-2272 (2001).
30	Betaine	HMDB0000043	Normal	Diagnostic	82.0 (20.0-144.0) uM	Adult	Both	Blood	Laryea, M. D., Steinhagen, F., Pawliczek, S. & Wendel, U. Simple method for the routine determination of betaine and N,N-dimethylglycine in blood and urine. Clin Chem 44, 1937-1941 (1998).
30	Betaine	HMDB0000043	Hemodialysis	Diagnostic	31.9 (28.3-36.2) uM	Adult	Both	Blood	McGregor, D. O., Dellow, W. J., Lever, M., George, P. M., Robson, R. A. & Chambers, S. T. Dimethylglycine accumulates in uremia and predicts elevated plasma homocysteine concentrations. Kidney Int 59, 2267-2272 (2001).
30	Betaine	HMDB0000043	Chronic Renal Failure	Diagnostic	32.5 (23.9-42.5) uM	Adult	Both	Blood	McGregor, D. O., Dellow, W. J., Lever, M., George, P. M., Robson, R. A. & Chambers, S. T. Dimethylglycine accumulates in uremia and predicts elevated plasma homocysteine concentrations. Kidney Int 59, 2267-2272 (2001).
30	Betaine	HMDB0000043	Schizophrenia	Diagnostic	43.0 (30.7-55.3) uM	Adult	Both	Blood	Pubmed_ID: 24713860
30	Betaine	HMDB0000043	Normal	Diagnostic	152.5 (20.0-285.0) uM	Adult	Unknown	Blood	Moolenaar, S. H., Poggi-Bach, J., Engelke, U. F., Corstiaensen, J. M., Heerschap, A., de Jong, J. G., Binzak, B. A., Vockley, J. & Wevers, R. A. Defect in dimethylglycine dehydrogenase, a new inborn error of metabolism: NMR spectroscopy study. Clin Chem 45, 459-464 (1999).
30	Betaine	HMDB0000043	Pregnancy	Diagnostic	25.8 (0-87.8) uM	Adult	Female	Blood	Pubmed_ID: 22494326
31	Ascorbic acid	HMDB0000044	Meningitis	Diagnostic	11.9 (0-24.0) uM	Adult	Both	Cerebrospinal_Fluid	Kastenbauer, S., Koedel, U., Becker, B. F. & Pfister, H. W. Oxidative stress in bacterial meningitis in humans. Neurology 58, 186-191 (2002).
31	Ascorbic acid	HMDB0000044	Normal	Diagnostic	144.0 (36.2-251.0) uM	Adult	Both	Cerebrospinal_Fluid	Kastenbauer, S., Koedel, U., Becker, B. F. & Pfister, H. W. Oxidative stress in bacterial meningitis in humans. Neurology 58, 186-191 (2002).
31	Ascorbic acid	HMDB0000044	Hyperoxalemia	Diagnostic	6.5 (0-25.1) uM	Adult	Both	Blood	Ogawa, Y., Machida, N., Jahana, M., Gakiya, M., Chinen, Y., Oda, M., Morozumi, M. & Sugaya, K. Major factors modulating the serum oxalic acid level in hemodialysis patients. Front Biosci 9, 2901-2908 (2004).
31	Ascorbic acid	HMDB0000044	Normal	Diagnostic	36.0 (18.0-54.0) uM	Adult	Both	Blood	Atanasova, B. D., Li, A. C., Bjarnason, I., Tzatchev, K. N. & Simpson, R. J. Duodenal ascorbate and ferric reductase in human iron deficiency. Am J Clin Nutr 81, 130-133 (2005).
34	Adenosine	HMDB0000050	Adenylosuccinate Lyase Deficiency	Diagnostic	6.8 (6.3-7.2) umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	Pubmed_ID: 27504266
34	Adenosine	HMDB0000050	Normal	Diagnostic	0.20 (1.1-) umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	Pubmed_ID: 30817767
34	Adenosine	HMDB0000050	Sepsis	Diagnostic	0.13 (0.11-0.14) uM	Adult	Both	Blood	Kaufmann, I., Hoelzl, A., Schliephake, F., Hummel, T., Chouker, A., Lysenko, L., Peter, K. & Thiel, M. Effects of adenosine on functions of polymorphonuclear leukocytes from patients with septic shock. Shock 27, 25-31 (2007).
34	Adenosine	HMDB0000050	Normal	Diagnostic	0.28 (0.22-0.34) uM	Adult	Both	Blood	Ontyd, J. & Schrader, J. Measurement of adenosine, inosine, and hypoxanthine in human plasma. J Chromatogr 307, 404-409 (1984).
35	Ammonia	HMDB0000051	Adult Onset Type II Citrullinemia	Diagnostic	7.9 (1.7-14.0) uM	Adult: >=18 yrs old	Both	Blood	Komatsu, M., Yazaki, M., Tanaka, N., Sano, K., Hashimoto, E., Takei, Y., Song, Y. Z., Tanaka, E., Kiyosawa, K., Saheki, T., Aoyama, T. & Kobayashi, K. Citrin deficiency as a cause of chronic liver disorder mimicking non-alcoholic fatty liver disease. J Hepatol 49, 810-820 (2008).
35	Ammonia	HMDB0000051	Normal	Diagnostic	29.0 (10.0-47.0) uM	Adult: >=18 yrs old	Both	Blood	The Merck Manual, 17th ed. Mark H. Beers, MD, Robert Berkow, MD, eds. Whitehouse Station, NJ: Merck Research Labs, 1999.
35	Ammonia	HMDB0000051	N Acetylglutamate Synthase Deficiency	Diagnostic	136.5 (27.0-246.0) uM	Children: 2-17 yrs old	Male	Blood	Pubmed_ID: 2044610
35	Ammonia	HMDB0000051	Normal	Diagnostic	20.6 (5.9-35.2) uM	Children: 2-17 yrs old	Both	Blood	Pubmed_ID: 28132756
35	Ammonia	HMDB0000051	Sulfite Oxidase Deficiency	Diagnostic	49.0 (21.0-77.0) uM	Infant	Male	Blood	Clinical and Laboratory Barriers to the Timely Diagnosis of Sulphite Oxidase Deficiency. Proceedings of Singapore Healthcare, 19(2), 94-100.
35	Ammonia	HMDB0000051	Normal	Diagnostic	32.0 (14.0-50.0) uM	Infant	Both	Blood	Clinical and Laboratory Barriers to the Timely Diagnosis of Sulphite Oxidase Deficiency. Proceedings of Singapore Healthcare, 19(2), 94-100.
35	Ammonia	HMDB0000051	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Diagnostic	64.0 (44.0-84.0) uM	Infant: 1 wk-2 yrs old	Male	Blood	Pubmed_ID: 23430856
35	Ammonia	HMDB0000051	Pyruvate Carboxylase Deficiency	Diagnostic	268.0 (0-548.0) uM	Infant	Unknown	Blood	Pubmed_ID: 28649521
35	Ammonia	HMDB0000051	Classic Citrullinemia	Diagnostic	299.8 (27.0-572.5) uM	Children: 2-17 yrs old	Both	Blood	Pubmed_ID: 28132756
35	Ammonia	HMDB0000051	Carnitine Palmitoyltransferase I Deficiency	Diagnostic	234.0 uM	Children: 2-17 yrs old	Female	Blood	Pubmed_ID: 11286380
35	Ammonia	HMDB0000051	Argininosuccinic Aciduria	Diagnostic	62.0 (34.0-90.0) uM	Infant	Male	Blood	Kleijer, W. J., Garritsen, V. H., Linnebank, M., Mooyer, P., Huijmans, J. G., Mustonen, A., Simola, K. O., Arslan-Kirchner, M., Battini, R., Briones, P., Cardo, E., Mandel, H., Tschiedel, E., Wanders, R. J. & Koch, H. G. Clinical, enzymatic, and molecular genetic characterization of a biochemical variant type of argininosuccinic aciduria: prenatal and postnatal diagnosis in five unrelated families. J Inherit Metab Dis 25, 399-410 (2002).
36	Argininosuccinic acid	HMDB0000052	Argininosuccinic Aciduria	Diagnostic	667.0 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Male	Urine	Kleijer, W. J., Garritsen, V. H., Linnebank, M., Mooyer, P., Huijmans, J. G., Mustonen, A., Simola, K. O., Arslan-Kirchner, M., Battini, R., Briones, P., Cardo, E., Mandel, H., Tschiedel, E., Wanders, R. J. & Koch, H. G. Clinical, enzymatic, and molecular genetic characterization of a biochemical variant type of argininosuccinic aciduria: prenatal and postnatal diagnosis in five unrelated families. J Inherit Metab Dis 25, 399-410 (2002).
36	Argininosuccinic acid	HMDB0000052	Normal	Diagnostic	49.5 umol/mmol creatinine	Newborn: 0 day-1 wk	Both	Urine	Pubmed_ID: 31506554
36	Argininosuccinic acid	HMDB0000052	Argininosuccinic Aciduria	Diagnostic	1515.0 (1513.4-1516.6) uM	Infant	Male	Blood	Kleijer, W. J., Garritsen, V. H., Linnebank, M., Mooyer, P., Huijmans, J. G., Mustonen, A., Simola, K. O., Arslan-Kirchner, M., Battini, R., Briones, P., Cardo, E., Mandel, H., Tschiedel, E., Wanders, R. J. & Koch, H. G. Clinical, enzymatic, and molecular genetic characterization of a biochemical variant type of argininosuccinic aciduria: prenatal and postnatal diagnosis in five unrelated families. J Inherit Metab Dis 25, 399-410 (2002).
36	Argininosuccinic acid	HMDB0000052	Normal	Diagnostic	2.0 (0.40-2.0) uM	Infant	Male	Blood	Kleijer, W. J., Garritsen, V. H., Linnebank, M., Mooyer, P., Huijmans, J. G., Mustonen, A., Simola, K. O., Arslan-Kirchner, M., Battini, R., Briones, P., Cardo, E., Mandel, H., Tschiedel, E., Wanders, R. J. & Koch, H. G. Clinical, enzymatic, and molecular genetic characterization of a biochemical variant type of argininosuccinic aciduria: prenatal and postnatal diagnosis in five unrelated families. J Inherit Metab Dis 25, 399-410 (2002).
37	Androstenedione	HMDB0000053	Rheumatoid Arthritis	Diagnostic	0.0017 (0.0014-0.0020) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	Straub, R. H., Weidler, C., Demmel, B., Herrmann, M., Kees, F., Schmidt, M., Scholmerich, J. & Schedel, J. Renal clearance and daily excretion of cortisol and adrenal androgens in patients with rheumatoid arthritis and systemic lupus erythematosus. Ann Rheum Dis 63, 961-968 (2004).
37	Androstenedione	HMDB0000053	Normal	Diagnostic	0.090 (0.032-0.15) umol/mmol creatinine	Adult: >=18 yrs old	Female	Urine	Kim, K. M., Jung, B. H., Lho, D. S., Chung, W. Y., Paeng, K. J. & Chung, B. C. Alteration of urinary profiles of endogenous steroids and polyunsaturated fatty acids in thyroid cancer. Cancer Lett 202, 173-179 (2003).
37	Androstenedione	HMDB0000053	11 Beta Hydroxylase Deficiency	Diagnostic	0.12 uM	Newborn: 0 day-1 wk	Female	Blood	Pubmed_ID: 8933406
37	Androstenedione	HMDB0000053	Normal	Diagnostic	0.0040 uM	Children: 2-17 yrs old	Female	Blood	Mayo Medical Laboratories 2005 Test Catalog
37	Androstenedione	HMDB0000053	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Diagnostic	0.00087 uM	Newborn: 0 day-1 wk	Female	Blood	Kim, C. J., Lin, L., Huang, N., Quigley, C. A., AvRuskin, T. W., Achermann, J. C. & Miller, W. L. Severe combined adrenal and gonadal deficiency caused by novel mutations in the cholesterol side chain cleavage enzyme, P450scc. J Clin Endocrinol Metab 93, 696-702 (2008).
37	Androstenedione	HMDB0000053	Normal	Diagnostic	0.014 (0.0073-0.014) uM	Infant	Unknown	Blood	Pubmed_ID: 19390483
37	Androstenedione	HMDB0000053	Polycystic Ovary Syndrome	Diagnostic	0.0090 (0.0044-0.014) uM	Adult	Female	Blood	Berria, R., Gastaldelli, A., Lucidi, S., Belfort, R., De Filippis, E., Easton, C., Brytzki, R., Cusi, K., Jovanovic, L. & DeFronzo, R. Reduction in hematocrit level after pioglitazone treatment is correlated with decreased plasma free testosterone level, not hemodilution, in women with polycystic ovary syndrome. Clin Pharmacol Ther 80, 105-114 (2006).
37	Androstenedione	HMDB0000053	Normal	Diagnostic	0.0032 (0-0.0063) uM	Adult	Female	Blood	The Merck Manual, 17th ed. Mark H. Beers, MD, Robert Berkow, MD, eds. Whitehouse Station, NJ: Merck Research Labs, 1999.
37	Androstenedione	HMDB0000053	Lipoid Congenital Adrenal Hyperplasia	Diagnostic	3.0e-05 (-0.0039-3.0e-05) uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 9077535
37	Androstenedione	HMDB0000053	Normal	Diagnostic	0.0049 (0.0029-0.0069) uM	Adult: >=18 yrs old	Female	Blood	Pubmed_ID: 11826238
37	Androstenedione	HMDB0000053	Congenital Adrenal Hyperplasia	Diagnostic	0.52 (0.51-0.52) uM	Infant	Both	Blood	Pubmed_ID: 19390483
38	Bilirubin	HMDB0000054	Cerebral Vasospasm	Diagnostic	17.3 (4.9-29.7) uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Pyne-Geithman, G. J., Morgan, C. J., Wagner, K., Dulaney, E. M., Carrozzella, J., Kanter, D. S., Zuccarello, M. & Clark, J. F. Bilirubin production and oxidation in CSF of patients with cerebral vasospasm after subarachnoid hemorrhage. J Cereb Blood Flow Metab 25, 1070-1077 (2005).
38	Bilirubin	HMDB0000054	Normal	Diagnostic	0.100 (0-0.20) uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.
38	Bilirubin	HMDB0000054	Lathosterolosis	Diagnostic	29.6 (11.7-47.5) uM	Newborn	Male	Blood	Brunetti-Pierri, N., Corso, G., Rossi, M., Ferrari, P., Balli, F., Rivasi, F., Annunziata, I., Ballabio, A., Russo, A. D., Andria, G. & Parenti, G. Lathosterolosis, a novel multiple-malformation/mental retardation syndrome due to deficiency of 3beta-hydroxysteroid-delta5-desaturase. Am J Hum Genet 71, 952-958 (2002).
38	Bilirubin	HMDB0000054	Normal	Diagnostic	13.7 (6.8-20.5) uM	Children	Unknown	Blood	Pubmed_ID: 15448432
38	Bilirubin	HMDB0000054	Lecithin:Cholesterol Acyltransferase Deficiency	Diagnostic	24.5 uM	Adult: >=18 yrs old	Female	Blood	Idzior-Walus, B., Sieradzki, J., Kostner, G., Malecki, M. T., Klupa, T., Wesolowska, T., Rostworowski, W., Hartwich, J., Walus, M., Kiec, A. D. & Naruszewicz, M. Familial lecithin-cholesterol acyltransferase deficiency: biochemical characteristics and molecular analysis of a new LCAT mutation in a Polish family. Atherosclerosis 185, 413-420 (2006).
38	Bilirubin	HMDB0000054	Normal	Diagnostic	13.0 uM	Adult: >=18 yrs old	Both	Blood	McPherson, Richard A., ed. Tietz Clinical Guide to Laboratory
38	Bilirubin	HMDB0000054	Glucose 6 Phosphate Dehydrogenase Deficiency	Diagnostic	380.7 (237.7-523.7) uM	Newborn: 0 day-1 wk	Both	Blood	Pubmed_ID: 14703221
38	Bilirubin	HMDB0000054	Normal	Diagnostic	12.0 (-274.0-12.0) uM	Newborn: 0 day-1 wk	Unknown	Blood	Ohura, T., Kobayashi, K., Tazawa, Y., Nishi, I., Abukawa, D., Sakamoto, O., Iinuma, K. & Saheki, T. Neonatal presentation of adult-onset type II citrullinemia. Hum Genet 108, 87-90 (2001).
38	Bilirubin	HMDB0000054	Crigler Najjar Syndrome	Diagnostic	573.0 (291.0-855.0) uM	Children: 2-17 yrs old	Both	Blood	MetaGene: Metabolic & Genetic Information Center
38	Bilirubin	HMDB0000054	Growth Hormone Deficiency	Diagnostic	14.6 (12.1-17.1) uM	Adult	Both	Blood	Darzy, K. H., Murray, R. D., Gleeson, H. K., Pezzoli, S. S., Thorner, M. O. & Shalet, S. M. The impact of short-term fasting on the dynamics of 24-hour growth hormone (GH) secretion in patients with severe radiation-induced GH deficiency. J Clin Endocrinol Metab 91, 987-994 (2006).
38	Bilirubin	HMDB0000054	Normal	Diagnostic	8.5 (4.5-12.5) uM	Adult	Unknown	Blood	Geigy Scientific Tables, 8th Rev edition, Volume 3. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.
38	Bilirubin	HMDB0000054	Donohue Syndrome	Diagnostic	78.7 (32.7-124.6) uM	Newborn	Male	Blood	Pubmed_ID: 26871809
38	Bilirubin	HMDB0000054	Congenital Bile Acid Synthesis Defect	Diagnostic	106.0 uM	Infant: 1 wk-2 yrs old	Female	Blood	Pubmed_ID: 26712441
38	Bilirubin	HMDB0000054	Progressive Familial Intrahepatic Cholestasis	Diagnostic	268.5 (18.8-518.2) uM	Adult: >=18 yrs old	Male	Blood	Pubmed_ID: 15448432
38	Bilirubin	HMDB0000054	Normal	Diagnostic	12.8 (-486.6-12.8) uM	Adult: >=18 yrs old	Both	Blood	Bianchi, P., Fermo, E., Vercellati, C., Boschetti, C., Barcellini, W., Iurlo, A., Marcello, A. P., Righetti, P. G. & Zanella, A. Congenital dyserythropoietic anemia type II (CDAII) is caused by mutations in the SEC23B gene. Hum Mutat 30, 1292-1298 (2009).
38	Bilirubin	HMDB0000054	Dyserythropoietic Congenital Anemia Type II	Diagnostic	52.2 (25.7-78.7) uM	Adult: >=18 yrs old	Both	Blood	Bianchi, P., Fermo, E., Vercellati, C., Boschetti, C., Barcellini, W., Iurlo, A., Marcello, A. P., Righetti, P. G. & Zanella, A. Congenital dyserythropoietic anemia type II (CDAII) is caused by mutations in the SEC23B gene. Hum Mutat 30, 1292-1298 (2009).
38	Bilirubin	HMDB0000054	Normal	Diagnostic	12.8 (-40.2-12.8) uM	Adult: >=18 yrs old	Both	Blood	Bianchi, P., Fermo, E., Vercellati, C., Boschetti, C., Barcellini, W., Iurlo, A., Marcello, A. P., Righetti, P. G. & Zanella, A. Congenital dyserythropoietic anemia type II (CDAII) is caused by mutations in the SEC23B gene. Hum Mutat 30, 1292-1298 (2009).
38	Bilirubin	HMDB0000054	Classic Citrullinemia	Diagnostic	71.0 (41.0-101.0) uM	Newborn: 0 day-1 wk	Both	Blood	Ohura, T., Kobayashi, K., Tazawa, Y., Nishi, I., Abukawa, D., Sakamoto, O., Iinuma, K. & Saheki, T. Neonatal presentation of adult-onset type II citrullinemia. Hum Genet 108, 87-90 (2001).
38	Bilirubin	HMDB0000054	Normal	Diagnostic	12.0 (-48.0-12.0) uM	Newborn: 0 day-1 wk	Unknown	Blood	Ohura, T., Kobayashi, K., Tazawa, Y., Nishi, I., Abukawa, D., Sakamoto, O., Iinuma, K. & Saheki, T. Neonatal presentation of adult-onset type II citrullinemia. Hum Genet 108, 87-90 (2001).
39	Beta-Alanine	HMDB0000056	Dihydropyrimidinase Deficiency	Diagnostic	1.4 (0-2.8) umol/mmol creatinine	Adult	Both	Urine	Van Kuilenburg, A. B., Stroomer, A. E., Van Lenthe, H., Abeling, N. G. & Van Gennip, A. H. New insights in dihydropyrimidine dehydrogenase deficiency: a pivotal role for beta-aminoisobutyric acid? Biochem J 379, 119-124 (2004).
39	Beta-Alanine	HMDB0000056	Normal	Diagnostic	5.9 (3.4-13.0) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 24023812
39	Beta-Alanine	HMDB0000056	GABA-Transaminase Deficiency	Diagnostic	1.1 (0-2.3) umol/mmol creatinine	Children: 2-17 yrs old	Both	Urine	MetaGene: Metabolic & Genetic Information Center
39	Beta-Alanine	HMDB0000056	Normal	Diagnostic	11.8 (5.7-17.9) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Mordechai, Hien, and David S. Wishart
39	Beta-Alanine	HMDB0000056	Lewy Body Dementia	Diagnostic	2.0 (1.2-2.9) uM	Adult: >=18 yrs old	Both	Saliva	Pubmed_ID: 23857558
39	Beta-Alanine	HMDB0000056	Normal	Diagnostic	1.0 (0.56-1.5) uM	Adult: >=18 yrs old	Female	Saliva	Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.
39	Beta-Alanine	HMDB0000056	Alzheimer's Disease	Diagnostic	2.8 (1.4-4.3) uM	Adult	Male	Saliva	Pubmed_ID: 23857558
39	Beta-Alanine	HMDB0000056	Normal	Diagnostic	1.0 (0.56-1.5) uM	Adult	Female	Saliva	Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.
40	Cyclic AMP	HMDB0000058	Meningitis	Diagnostic	0.033 (0.021-0.045) uM	Adult	Unknown	Cerebrospinal_Fluid	Lerche, A., Svenson, M. & Wiik, A. Cerebrospinal fluid levels of cyclic nucleotides in meningitis and idiopathic polyneuritis. Acta Neurol Scand 69, 168-175 (1984).
40	Cyclic AMP	HMDB0000058	Normal	Diagnostic	0.020 (0.016-0.024) uM	Adult	Both	Cerebrospinal_Fluid	Lerche, A., Svenson, M. & Wiik, A. Cerebrospinal fluid levels of cyclic nucleotides in meningitis and idiopathic polyneuritis. Acta Neurol Scand 69, 168-175 (1984).
